FileName,DigitLabel,Left,Top,Width,Height
9050.png,9,58,11,15,28
9050.png,4,74,15,17,28
9051.png,3,51,11,13,38
9051.png,2,66,12,12,38
9051.png,5,76,13,16,38
9052.png,9,60,16,16,30
9052.png,9,80,7,17,30
9053.png,5,45,10,30,46
9053.png,7,77,11,29,46
9054.png,2,39,8,12,33
9054.png,6,52,4,15,33
9055.png,5,27,5,10,21
9055.png,4,36,3,10,21
9056.png,2,61,11,18,58
9056.png,2,81,11,17,58
9057.png,1,38,3,19,45
9057.png,8,59,13,19,45
9058.png,7,31,8,25,46
9058.png,3,60,10,22,46
9059.png,4,94,15,44,98
9059.png,10,141,12,59,98
9060.png,1,24,8,9,30
9060.png,10,32,7,13,30
9060.png,9,45,4,13,30
9061.png,6,105,27,48,88
9062.png,2,69,21,21,55
9062.png,7,90,25,23,55
9063.png,6,52,8,25,51
9063.png,7,78,9,23,51
9064.png,2,77,28,24,43
9064.png,1,99,26,25,43
9064.png,4,117,15,36,43
9065.png,3,35,6,12,26
9065.png,5,46,6,12,26
9066.png,3,134,22,73,151
9066.png,9,205,21,81,151
9067.png,1,57,30,19,32
9067.png,2,75,20,27,32
9067.png,6,105,14,31,32
9068.png,2,30,8,8,18
9068.png,4,38,8,8,18
9069.png,2,33,10,14,21
9069.png,2,46,8,14,21
9070.png,3,13,1,7,13
9071.png,2,24,1,20,29
9071.png,10,42,1,15,29
9072.png,5,36,14,17,24
9072.png,6,54,10,14,24
9073.png,2,46,8,28,56
9074.png,7,31,6,12,29
9074.png,7,44,5,10,29
9075.png,2,19,1,12,23
9076.png,1,72,21,25,68
9076.png,10,95,18,36,68
9076.png,6,131,14,39,68
9077.png,5,33,7,7,12
9077.png,5,41,7,7,12
9077.png,10,48,7,9,12
9078.png,3,35,9,20,33
9078.png,4,58,10,17,33
9079.png,1,57,14,9,37
9079.png,4,67,12,16,37
9080.png,1,36,10,9,19
9080.png,10,45,10,12,19
9081.png,9,50,10,24,20
9082.png,1,17,2,3,12
9082.png,2,20,3,7,12
9082.png,7,27,3,7,12
9083.png,4,33,5,10,29
9083.png,5,44,5,9,29
9084.png,4,17,2,5,19
9084.png,3,23,1,7,19
9085.png,6,14,3,6,16
9085.png,2,20,2,8,16
9086.png,1,29,7,6,20
9086.png,3,36,5,10,20
9087.png,6,31,10,13,21
9087.png,5,44,11,11,21
9088.png,7,14,1,8,15
9088.png,1,20,1,7,15
9089.png,4,29,9,14,29
9089.png,1,42,5,7,29
9090.png,4,37,8,13,24
9090.png,7,48,6,12,24
9091.png,1,18,2,6,13
9091.png,2,23,3,8,13
9091.png,10,31,4,9,13
9092.png,3,25,9,17,24
9092.png,3,40,7,16,24
9093.png,1,64,23,11,26
9093.png,8,74,22,12,26
9093.png,8,84,21,12,26
9094.png,2,39,10,14,32
9094.png,1,50,10,8,32
9095.png,1,86,41,33,56
9095.png,10,100,34,28,56
9095.png,10,122,17,29,56
9096.png,4,32,4,8,14
9096.png,1,41,4,5,14
9096.png,2,46,3,10,14
9097.png,2,12,1,9,16
9097.png,4,20,1,7,16
9097.png,4,28,1,8,16
9098.png,6,24,3,11,25
9098.png,6,34,3,14,25
9099.png,2,38,7,14,27
9099.png,1,48,8,13,27
9100.png,5,32,12,20,32
9100.png,1,46,11,8,32
9100.png,1,55,11,12,32
9101.png,1,62,12,20,63
9101.png,7,87,11,38,63
9102.png,2,219,120,34,36
9102.png,4,256,112,24,36
9102.png,10,272,110,43,36
9103.png,1,63,30,7,42
9103.png,10,69,21,11,42
9103.png,5,80,14,18,42
9104.png,4,171,26,35,56
9104.png,9,193,19,39,56
9104.png,10,218,12,36,56
9105.png,1,61,17,15,49
9105.png,1,74,17,13,49
9105.png,8,88,16,16,49
9106.png,1,18,3,5,13
9106.png,2,22,2,9,13
9107.png,1,61,19,15,48
9107.png,10,72,16,24,48
9107.png,3,96,16,23,48
9108.png,1,19,2,5,14
9108.png,3,26,1,10,14
9108.png,9,35,1,8,14
9108.png,5,44,1,10,14
9109.png,4,58,43,43,73
9109.png,9,106,46,39,73
9110.png,2,20,2,6,19
9110.png,7,24,1,5,19
9110.png,3,29,2,7,19
9111.png,4,18,1,15,25
9111.png,8,31,1,16,25
9112.png,7,13,3,14,19
9112.png,5,28,3,10,19
9112.png,3,37,2,12,19
9112.png,4,47,1,11,19
9113.png,4,37,12,18,34
9113.png,5,52,3,18,34
9114.png,1,13,1,4,15
9114.png,2,17,2,4,15
9114.png,7,21,1,4,15
9115.png,9,31,4,17,31
9116.png,1,15,1,7,12
9116.png,9,22,2,7,12
9116.png,2,30,2,7,12
9116.png,3,37,1,7,12
9117.png,3,38,8,21,41
9117.png,7,54,10,24,41
9118.png,2,21,6,8,14
9118.png,7,30,5,9,14
9119.png,5,16,1,8,14
9120.png,8,43,10,31,48
9121.png,1,19,8,6,17
9121.png,7,26,7,7,17
9122.png,8,24,4,13,24
9122.png,8,35,3,14,24
9123.png,1,21,2,11,27
9123.png,4,30,3,15,27
9123.png,10,45,2,13,27
9123.png,5,57,1,14,27
9124.png,3,146,59,11,20
9124.png,1,154,62,11,20
9124.png,8,162,59,14,20
9125.png,2,21,3,13,19
9125.png,5,33,2,15,19
9126.png,1,42,15,7,22
9126.png,10,47,14,12,22
9126.png,3,61,13,12,22
9127.png,4,30,5,9,20
9128.png,5,45,71,28,41
9128.png,2,45,115,27,41
9128.png,10,46,26,27,41
9129.png,5,27,3,12,26
9129.png,3,38,3,12,26
9130.png,5,21,2,8,16
9130.png,6,38,2,7,16
9131.png,3,15,3,5,12
9132.png,1,131,13,16,36
9133.png,3,27,7,9,23
9133.png,4,37,7,7,23
9134.png,1,35,10,7,25
9134.png,2,39,11,8,25
9135.png,1,11,1,5,12
9135.png,8,17,1,7,12
9136.png,9,22,4,8,17
9136.png,7,28,6,6,17
9137.png,7,127,38,47,79
9138.png,4,17,3,5,13
9138.png,8,21,3,6,13
9138.png,1,26,4,4,13
9139.png,5,26,5,7,23
9140.png,2,38,12,23,37
9140.png,1,57,12,15,37
9140.png,4,67,11,26,37
9141.png,3,103,14,30,57
9141.png,3,139,8,28,57
9142.png,4,87,24,51,93
9142.png,6,143,31,44,93
9142.png,1,187,26,36,93
9143.png,3,142,86,21,66
9143.png,8,159,88,21,66
9143.png,8,176,90,21,66
9143.png,2,194,88,19,66
9144.png,3,57,18,23,37
9144.png,1,80,17,15,37
9145.png,2,74,25,13,40
9145.png,5,86,25,8,40
9146.png,2,26,7,6,19
9146.png,7,33,7,6,19
9147.png,1,27,4,8,23
9148.png,2,27,7,13,24
9148.png,6,37,8,10,24
9148.png,3,45,8,9,24
9149.png,2,43,9,22,38
9149.png,3,67,4,21,38
9150.png,1,25,1,5,27
9150.png,7,31,2,7,27
9150.png,7,38,2,9,27
9151.png,1,70,22,19,55
9151.png,9,87,20,26,55
9151.png,1,110,12,24,55
9152.png,3,36,7,10,27
9153.png,1,69,11,28,73
9153.png,8,98,14,45,73
9154.png,1,21,2,6,21
9154.png,7,27,2,8,21
9155.png,2,54,11,17,41
9155.png,5,70,10,19,41
9156.png,2,30,7,9,23
9156.png,5,38,6,11,23
9157.png,1,17,1,3,14
9157.png,8,21,1,5,14
9157.png,9,27,2,5,14
9158.png,8,57,6,26,55
9159.png,6,90,31,19,41
9159.png,4,106,29,21,41
9159.png,4,124,28,21,41
9160.png,1,32,9,12,31
9160.png,10,46,10,10,31
9160.png,8,57,4,14,31
9161.png,2,17,2,6,17
9161.png,2,24,2,7,17
9162.png,4,24,4,7,21
9162.png,2,31,3,6,21
9163.png,3,92,19,26,38
9163.png,10,114,13,20,38
9163.png,8,131,12,19,38
9164.png,4,90,58,19,32
9164.png,4,106,58,23,32
9165.png,1,59,17,14,39
9165.png,8,74,16,15,39
9165.png,8,91,13,18,39
9166.png,1,180,61,15,42
9166.png,8,194,61,18,42
9166.png,7,210,64,20,42
9167.png,6,39,5,12,38
9167.png,5,50,1,18,38
9168.png,1,23,4,9,22
9169.png,9,4,2,5,14
9169.png,5,11,2,6,14
9170.png,2,46,13,12,36
9170.png,5,58,13,13,36
9171.png,3,45,1,16,43
9171.png,8,65,1,18,43
9171.png,10,86,3,17,43
9172.png,8,61,22,22,35
9173.png,7,13,1,4,12
9173.png,6,18,1,6,12
9174.png,6,60,20,20,33
9174.png,1,83,19,10,33
9175.png,1,38,5,16,43
9175.png,8,56,5,25,43
9176.png,1,22,3,10,24
9176.png,1,32,2,8,24
9176.png,10,41,1,12,24
9177.png,2,82,22,32,57
9177.png,5,113,21,32,57
9178.png,5,95,36,32,42
9178.png,5,128,22,20,42
9179.png,3,36,5,25,45
9179.png,1,58,7,22,45
9180.png,2,42,13,17,37
9180.png,10,56,11,15,37
9180.png,8,67,8,17,37
9181.png,4,22,3,13,27
9181.png,7,33,2,15,27
9182.png,6,96,25,52,70
9182.png,6,146,17,49,70
9183.png,4,40,6,20,40
9183.png,9,59,7,15,40
9184.png,1,34,6,12,33
9184.png,4,45,3,13,33
9184.png,1,57,6,11,33
9185.png,1,60,13,8,28
9185.png,10,67,18,8,28
9185.png,10,79,20,11,28
9186.png,2,12,3,9,13
9186.png,10,21,4,9,13
9186.png,5,29,4,9,13
9186.png,10,37,4,9,13
9187.png,1,18,4,7,18
9187.png,3,28,4,12,18
9187.png,10,42,3,10,18
9187.png,7,53,3,12,18
9188.png,1,47,11,19,47
9189.png,2,25,3,15,28
9189.png,1,39,3,13,28
9190.png,5,27,4,11,25
9190.png,5,39,5,11,25
9190.png,2,51,5,11,25
9191.png,2,14,3,6,14
9191.png,6,21,2,5,14
9191.png,7,27,2,5,14
9191.png,1,33,3,5,14
9192.png,3,61,18,14,35
9193.png,1,76,25,13,33
9193.png,2,89,25,11,33
9193.png,9,100,18,10,33
9193.png,1,112,17,8,33
9194.png,9,22,3,12,20
9194.png,10,33,1,10,20
9195.png,4,64,18,19,34
9195.png,7,75,18,20,34
9195.png,8,93,18,18,34
9196.png,5,62,13,29,52
9196.png,4,92,19,21,52
9197.png,3,26,3,19,33
9197.png,1,43,3,12,33
9198.png,2,81,26,14,37
9198.png,9,96,23,11,37
9198.png,3,108,22,15,37
9199.png,1,27,1,9,27
9199.png,4,35,2,14,27
9199.png,3,46,3,16,27
9200.png,2,95,15,28,55
9200.png,7,120,12,33,55
9200.png,5,151,24,32,55
9201.png,2,19,5,9,20
9202.png,8,24,9,8,18
9202.png,9,32,8,8,18
9203.png,1,3,14,16,78
9203.png,9,16,12,25,78
9204.png,1,76,12,38,81
9204.png,6,131,9,56,81
9205.png,1,100,27,35,89
9205.png,5,151,16,48,89
9206.png,2,55,18,20,37
9206.png,9,77,11,19,37
9207.png,2,42,9,24,33
9207.png,5,64,6,24,33
9208.png,4,68,24,16,42
9208.png,6,82,16,21,42
9209.png,5,47,16,17,30
9209.png,10,65,15,15,30
9209.png,7,81,13,18,30
9210.png,1,18,3,6,13
9211.png,3,61,11,50,73
9211.png,3,110,13,44,73
9212.png,3,49,11,20,46
9212.png,3,68,11,23,46
9213.png,2,4,26,60,83
9213.png,2,65,29,64,83
9214.png,9,20,3,7,15
9214.png,7,29,4,7,15
9215.png,3,49,10,28,54
9215.png,3,77,5,28,54
9216.png,1,29,7,7,19
9216.png,3,35,6,8,19
9217.png,1,19,4,8,15
9217.png,9,29,4,9,15
9217.png,1,39,4,7,15
9217.png,8,48,4,11,15
9218.png,2,17,9,8,18
9218.png,2,25,7,8,18
9218.png,10,34,8,10,18
9218.png,7,44,6,9,18
9219.png,1,51,13,14,39
9219.png,6,67,19,23,39
9219.png,5,91,25,25,39
9220.png,4,41,3,27,49
9220.png,7,66,7,26,49
9221.png,3,65,4,28,58
9221.png,1,96,14,22,58
9221.png,6,125,2,45,58
9222.png,2,32,8,7,23
9222.png,1,39,9,5,23
9223.png,2,20,4,14,20
9223.png,1,34,4,8,20
9223.png,6,41,4,12,20
9224.png,4,112,40,43,74
9224.png,10,145,37,39,74
9224.png,7,172,22,42,74
9225.png,5,39,17,8,24
9225.png,8,48,10,7,24
9226.png,4,17,4,13,19
9227.png,3,47,17,16,25
9227.png,3,61,14,18,25
9228.png,7,23,2,9,21
9228.png,9,32,3,9,21
9229.png,8,29,8,16,26
9229.png,5,43,8,17,26
9230.png,5,26,6,14,31
9230.png,4,43,6,13,31
9231.png,2,40,6,21,39
9231.png,4,60,8,15,39
9231.png,6,75,6,17,39
9232.png,4,70,16,17,21
9232.png,7,83,15,16,21
9233.png,2,80,38,41,49
9233.png,2,119,24,35,49
9233.png,7,153,18,47,49
9234.png,2,42,5,23,40
9234.png,6,70,4,22,40
9234.png,8,94,3,21,40
9235.png,3,23,3,15,29
9235.png,3,39,3,15,29
9236.png,1,30,3,8,23
9236.png,6,35,5,10,23
9236.png,6,43,6,10,23
9237.png,2,28,3,20,31
9237.png,2,48,3,19,31
9238.png,6,38,4,23,43
9238.png,7,59,4,23,43
9239.png,6,90,18,26,36
9239.png,7,120,20,18,36
9239.png,7,141,23,21,36
9240.png,1,148,60,18,26
9240.png,2,159,63,14,26
9240.png,10,172,62,18,26
9241.png,8,34,13,10,25
9241.png,8,49,6,18,25
9242.png,3,63,25,16,35
9242.png,2,79,26,16,35
9243.png,3,155,82,15,34
9243.png,6,167,74,13,34
9244.png,6,43,7,21,44
9245.png,2,53,10,26,49
9245.png,8,80,7,26,49
9246.png,2,43,6,23,42
9246.png,7,66,7,17,42
9247.png,4,17,1,10,18
9247.png,2,27,1,8,18
9248.png,8,17,1,12,23
9248.png,3,30,1,13,23
9249.png,5,30,3,21,38
9249.png,8,54,5,26,38
9250.png,6,46,5,36,52
9251.png,8,13,1,6,13
9251.png,7,19,1,6,13
9252.png,1,28,7,9,26
9252.png,4,37,6,10,26
9252.png,2,46,4,10,26
9253.png,2,85,19,36,79
9254.png,1,21,5,15,23
9254.png,2,33,3,16,23
9254.png,1,49,2,10,23
9255.png,8,51,9,19,43
9256.png,1,20,5,7,15
9256.png,3,28,7,6,15
9256.png,6,35,7,7,15
9257.png,3,14,1,5,14
9257.png,3,19,1,5,14
9258.png,3,137,35,24,46
9258.png,2,158,40,22,46
9258.png,10,178,42,20,46
9259.png,3,69,49,12,22
9260.png,1,21,2,9,22
9260.png,2,29,2,12,22
9260.png,8,43,2,11,22
9261.png,2,22,5,12,22
9262.png,1,13,1,5,12
9262.png,7,19,1,6,12
9262.png,6,26,1,6,12
9262.png,5,34,1,7,12
9263.png,6,45,8,18,41
9263.png,1,61,8,16,41
9264.png,9,109,12,62,121
9265.png,1,31,1,13,36
9265.png,5,44,3,21,36
9266.png,1,194,37,25,50
9266.png,1,214,37,25,50
9266.png,6,236,34,25,50
9266.png,1,254,35,23,50
9267.png,3,27,6,8,20
9268.png,3,25,4,10,25
9268.png,9,34,4,11,25
9268.png,3,44,4,9,25
9269.png,3,39,10,15,27
9269.png,3,52,11,14,27
9270.png,1,16,3,5,18
9270.png,10,23,3,10,18
9271.png,6,56,15,15,33
9271.png,3,70,16,16,33
9272.png,2,79,28,17,35
9272.png,2,97,29,16,35
9272.png,2,114,28,16,35
9273.png,7,30,5,11,23
9274.png,2,24,3,13,25
9274.png,1,36,3,10,25
9275.png,4,16,1,10,16
9275.png,1,29,1,6,16
9276.png,9,112,26,52,80
9277.png,3,42,5,22,41
9278.png,5,44,12,13,38
9278.png,8,56,10,11,38
9278.png,10,66,10,12,38
9278.png,3,78,5,17,38
9279.png,8,19,5,12,20
9280.png,2,63,29,18,31
9280.png,3,79,25,14,31
9280.png,1,93,23,12,31
9281.png,2,16,2,9,19
9281.png,10,26,3,8,19
9281.png,10,35,2,7,19
9282.png,4,56,19,24,28
9282.png,1,76,16,18,28
9282.png,2,93,17,26,28
9283.png,1,37,3,18,39
9283.png,7,54,7,23,39
9283.png,4,73,9,25,39
9284.png,5,61,17,12,31
9284.png,8,70,16,13,31
9284.png,2,82,16,20,31
9285.png,1,62,13,26,52
9285.png,1,88,13,19,52
9286.png,5,29,3,19,33
9286.png,8,48,4,15,33
9287.png,1,36,5,13,43
9287.png,1,49,3,12,43
9288.png,8,20,2,10,24
9288.png,3,28,1,13,24
9289.png,6,50,9,14,47
9289.png,4,64,5,15,47
9290.png,7,32,8,14,20
9291.png,1,100,40,14,42
9291.png,10,112,37,14,42
9291.png,10,127,34,14,42
9292.png,1,28,8,3,17
9292.png,1,31,7,4,17
9292.png,4,36,8,5,17
9293.png,1,31,5,8,29
9293.png,4,38,2,12,29
9294.png,5,80,15,30,45
9294.png,4,120,25,30,45
9294.png,10,158,32,28,45
9295.png,1,178,45,47,152
9295.png,4,250,37,84,152
9296.png,1,17,1,6,19
9296.png,6,23,1,9,19
9296.png,10,33,1,8,19
9297.png,2,44,12,32,50
9297.png,3,68,3,32,50
9298.png,2,33,8,12,23
9298.png,5,45,7,11,23
9299.png,7,53,19,10,24
9299.png,2,64,18,9,24
9300.png,4,44,6,30,52
9300.png,3,77,4,33,52
9301.png,2,109,13,36,59
9302.png,2,32,2,9,15
9303.png,5,26,5,9,21
9304.png,6,37,11,9,14
9304.png,5,47,10,8,14
9305.png,1,47,14,13,29
9305.png,10,58,14,12,29
9305.png,9,67,11,15,29
9305.png,5,79,9,18,29
9306.png,3,32,1,15,38
9306.png,8,44,4,17,38
9307.png,3,27,3,11,22
9307.png,1,42,2,6,22
9307.png,3,50,5,14,22
9308.png,1,21,3,9,27
9309.png,1,19,1,6,23
9309.png,4,25,1,10,23
9310.png,3,87,27,42,49
9310.png,1,125,23,29,49
9311.png,4,11,2,5,14
9311.png,3,17,3,7,14
9312.png,2,39,6,23,45
9313.png,4,38,5,23,39
9313.png,9,62,6,23,39
9314.png,4,77,7,28,55
9314.png,3,106,13,27,55
9314.png,8,132,16,24,55
9315.png,5,52,5,28,53
9316.png,2,42,10,13,41
9316.png,4,56,10,12,41
9317.png,2,15,2,7,16
9318.png,5,54,2,38,70
9318.png,5,97,4,33,70
9319.png,6,43,3,27,44
9320.png,3,171,49,26,44
9320.png,3,185,39,27,44
9320.png,10,200,40,24,44
9321.png,4,40,7,16,38
9322.png,7,44,15,12,30
9322.png,7,57,13,12,30
9322.png,8,68,10,17,30
9323.png,4,30,10,14,23
9323.png,5,44,10,14,23
9324.png,6,17,19,12,19
9324.png,9,26,21,11,19
9324.png,8,36,23,10,19
9325.png,1,60,13,15,44
9325.png,1,72,13,10,44
9325.png,8,80,14,17,44
9326.png,1,41,8,14,40
9326.png,10,57,6,21,40
9326.png,10,80,5,17,40
9327.png,4,46,3,18,35
9328.png,3,27,4,9,30
9328.png,9,34,4,9,30
9329.png,1,21,1,9,23
9329.png,8,30,2,10,23
9330.png,1,28,5,5,24
9330.png,6,34,6,7,24
9331.png,1,68,15,10,26
9331.png,9,84,17,15,26
9331.png,3,103,17,15,26
9332.png,3,24,3,7,13
9333.png,5,93,25,44,66
9333.png,10,132,28,39,66
9334.png,2,15,1,8,16
9334.png,4,22,1,9,16
9335.png,1,18,1,4,14
9335.png,1,24,3,4,14
9335.png,9,28,2,5,14
9336.png,1,48,13,7,20
9336.png,10,54,13,8,20
9336.png,9,62,14,9,20
9337.png,3,37,5,18,34
9337.png,1,52,7,19,34
9338.png,3,57,44,21,37
9338.png,5,85,11,26,37
9339.png,4,102,32,19,40
9339.png,1,121,32,11,40
9339.png,7,130,36,16,40
9340.png,1,68,35,11,28
9340.png,6,78,35,15,28
9340.png,10,92,33,14,28
9340.png,1,106,34,11,28
9341.png,1,63,14,21,65
9341.png,10,90,10,35,65
9342.png,7,61,19,26,37
9342.png,1,88,27,15,37
9343.png,7,52,12,15,33
9343.png,10,70,14,15,33
9344.png,3,35,0,22,30
9344.png,5,51,3,24,30
9345.png,1,61,16,20,43
9345.png,3,78,14,26,43
9345.png,7,103,15,21,43
9346.png,1,12,1,4,13
9346.png,10,18,1,7,13
9347.png,9,40,7,28,45
9348.png,2,74,20,14,32
9348.png,9,82,24,16,32
9348.png,5,95,23,15,32
9349.png,2,91,24,23,30
9349.png,5,101,22,22,30
9349.png,8,115,26,17,30
9350.png,9,27,4,15,27
9351.png,1,16,1,6,18
9351.png,8,25,1,7,18
9351.png,5,34,1,10,18
9352.png,1,44,6,19,44
9352.png,3,62,4,22,44
9352.png,1,89,7,14,44
9353.png,1,41,7,10,32
9353.png,7,51,10,11,32
9354.png,9,26,10,9,21
9354.png,8,34,9,10,21
9354.png,4,42,7,13,21
9355.png,3,48,16,10,16
9355.png,10,57,18,9,16
9355.png,3,62,16,11,16
9356.png,2,47,32,35,57
9356.png,4,77,30,36,57
9357.png,8,-1,7,23,46
9357.png,2,15,3,27,46
9357.png,5,36,7,30,46
9358.png,6,158,48,32,55
9358.png,5,192,53,42,55
9358.png,5,233,53,32,55
9359.png,7,32,12,8,18
9359.png,4,41,14,8,18
9360.png,3,99,21,25,41
9361.png,2,18,1,6,13
9361.png,10,26,1,8,13
9361.png,3,36,2,7,13
9361.png,1,43,2,5,13
9362.png,6,72,12,42,80
9362.png,6,112,6,51,80
9363.png,1,43,11,8,31
9363.png,5,51,11,9,31
9363.png,1,60,10,8,31
9364.png,1,70,20,19,48
9364.png,2,95,22,20,48
9365.png,2,27,2,12,21
9365.png,4,40,8,12,21
9366.png,5,36,10,15,29
9366.png,7,50,9,18,29
9367.png,6,17,1,12,17
9368.png,1,30,5,11,30
9368.png,9,38,4,12,30
9369.png,4,43,4,15,36
9369.png,1,57,5,13,36
9370.png,2,44,7,22,39
9370.png,1,66,6,16,39
9371.png,2,45,12,30,47
9371.png,7,79,10,27,47
9372.png,1,70,21,16,31
9372.png,7,91,19,14,31
9373.png,1,27,5,10,32
9374.png,7,28,7,9,25
9374.png,5,35,6,9,25
9375.png,4,79,28,15,25
9375.png,7,91,28,17,25
9376.png,1,26,6,6,22
9377.png,3,67,22,21,35
9377.png,8,88,22,22,35
9378.png,4,61,15,15,36
9379.png,6,34,3,9,34
9379.png,9,48,2,10,34
9380.png,1,166,35,20,47
9380.png,4,187,37,25,47
9380.png,7,215,35,26,47
9381.png,2,44,9,21,35
9381.png,5,67,12,17,35
9382.png,5,32,7,11,24
9382.png,5,46,6,12,24
9383.png,4,46,20,11,25
9383.png,8,58,20,9,25
9383.png,6,69,22,10,25
9383.png,7,79,23,12,25
9384.png,3,81,22,30,55
9384.png,8,108,21,29,55
9385.png,1,35,7,12,25
9386.png,1,46,9,9,39
9386.png,8,54,7,12,39
9386.png,6,67,7,14,39
9387.png,3,60,6,34,75
9387.png,4,95,3,32,75
9388.png,2,133,51,28,67
9388.png,1,156,53,17,67
9388.png,8,170,49,26,67
9388.png,10,192,45,26,67
9389.png,5,49,15,15,33
9389.png,6,63,12,15,33
9390.png,1,153,20,27,65
9390.png,8,180,19,29,65
9390.png,3,205,13,29,65
9390.png,5,231,19,43,65
9391.png,1,34,20,29,74
9391.png,5,67,17,35,74
9392.png,2,12,4,5,11
9392.png,9,19,3,5,11
9392.png,10,25,4,6,11
9393.png,1,37,5,13,31
9393.png,10,48,5,15,31
9394.png,2,61,17,15,24
9394.png,10,75,18,12,24
9394.png,2,86,14,15,24
9395.png,2,73,14,71,84
9395.png,3,148,15,69,84
9395.png,9,221,14,71,84
9396.png,6,15,1,12,23
9396.png,9,25,1,13,23
9397.png,1,29,10,10,26
9397.png,3,39,9,16,26
9398.png,2,30,5,13,28
9398.png,7,45,3,8,28
9398.png,9,56,1,19,28
9399.png,3,30,4,13,30
9399.png,1,43,5,8,30
9400.png,1,73,14,18,46
9400.png,6,90,14,28,46
9401.png,2,61,19,26,43
9401.png,5,86,15,26,43
9401.png,10,112,10,22,43
9402.png,7,30,3,9,30
9403.png,1,292,8,23,53
9403.png,4,312,27,20,53
9403.png,10,331,32,28,53
9404.png,1,23,3,7,25
9404.png,6,30,2,10,25
9405.png,9,18,3,13,19
9405.png,3,29,2,9,19
9406.png,5,17,3,7,13
9406.png,3,25,4,8,13
9407.png,1,101,25,21,46
9407.png,6,119,24,25,46
9407.png,7,138,26,25,46
9408.png,5,38,6,25,45
9408.png,2,63,5,26,45
9409.png,7,16,2,15,23
9410.png,1,16,5,4,13
9411.png,1,19,2,9,20
9411.png,9,25,1,9,20
9411.png,7,32,2,9,20
9412.png,2,30,7,9,25
9412.png,4,39,5,9,25
9413.png,1,45,10,11,39
9413.png,8,57,9,18,39
9414.png,1,67,14,11,45
9414.png,9,77,15,17,45
9414.png,1,95,16,9,45
9415.png,4,32,2,19,36
9415.png,2,49,4,21,36
9416.png,2,18,4,9,19
9416.png,10,26,4,8,19
9416.png,1,33,3,9,19
9417.png,5,27,6,13,41
9417.png,7,47,4,18,41
9418.png,4,28,2,19,30
9419.png,1,52,9,16,44
9419.png,3,69,12,12,44
9419.png,2,84,11,19,44
9420.png,8,26,3,15,22
9420.png,5,43,5,11,22
9421.png,2,23,4,14,26
9421.png,5,35,4,18,26
9422.png,4,42,3,30,48
9422.png,7,72,3,23,48
9422.png,6,94,2,28,48
9423.png,1,29,3,16,36
9424.png,1,27,3,8,30
9424.png,3,34,3,12,30
9425.png,1,17,6,5,12
9426.png,7,40,4,13,32
9427.png,1,20,4,6,15
9427.png,4,26,3,11,15
9428.png,2,21,4,9,20
9428.png,3,31,4,10,20
9429.png,4,23,3,13,29
9429.png,7,35,3,11,29
9429.png,8,46,5,9,29
9430.png,4,26,8,12,22
9430.png,5,38,7,6,22
9431.png,6,24,5,8,17
9432.png,1,14,2,5,14
9432.png,2,18,2,7,14
9433.png,5,104,24,42,56
9433.png,8,146,2,51,56
9434.png,5,32,10,14,30
9434.png,6,46,11,15,30
9435.png,1,57,15,15,39
9435.png,4,71,14,17,39
9435.png,2,89,12,21,39
9436.png,5,28,6,11,20
9437.png,4,30,4,14,31
9437.png,2,46,8,14,31
9438.png,3,21,1,8,25
9438.png,1,28,1,7,25
9439.png,6,113,16,48,107
9439.png,3,166,23,59,107
9440.png,5,26,10,12,20
9440.png,1,35,11,8,20
9441.png,1,21,4,3,17
9441.png,5,24,4,5,17
9441.png,9,29,4,6,17
9442.png,8,43,7,10,19
9442.png,7,54,5,10,19
9443.png,1,39,16,7,28
9443.png,10,46,16,8,28
9443.png,5,53,14,10,28
9444.png,4,25,5,11,23
9444.png,6,35,4,12,23
9445.png,3,25,3,14,24
9446.png,1,56,5,15,49
9446.png,2,76,10,20,49
9446.png,4,102,10,27,49
9447.png,5,104,26,58,75
9447.png,2,157,28,60,75
9448.png,1,25,6,10,21
9449.png,4,37,8,20,27
9450.png,4,46,6,23,36
9450.png,7,68,7,20,36
9451.png,3,26,4,12,24
9451.png,9,40,5,15,24
9452.png,5,34,5,13,34
9452.png,7,47,5,12,34
9453.png,3,35,11,8,19
9453.png,8,42,12,6,19
9454.png,3,24,5,21,30
9454.png,6,44,5,16,30
9455.png,6,28,4,11,27
9455.png,7,37,5,9,27
9456.png,3,31,6,13,23
9456.png,2,45,6,13,23
9456.png,10,57,6,14,23
9456.png,1,73,5,8,23
9457.png,1,38,11,6,26
9457.png,9,45,9,11,26
9458.png,3,50,7,18,56
9458.png,4,68,9,16,56
9459.png,4,63,16,16,32
9459.png,4,77,17,13,32
9459.png,6,92,18,18,32
9460.png,1,26,4,7,26
9460.png,3,33,4,14,26
9460.png,6,47,4,13,26
9461.png,3,36,14,16,32
9461.png,7,52,12,17,32
9461.png,10,68,9,22,32
9462.png,9,75,9,25,72
9462.png,5,99,9,24,72
9463.png,1,44,12,12,21
9463.png,5,55,14,10,21
9464.png,1,16,2,6,15
9464.png,4,22,1,8,15
9465.png,3,37,7,13,32
9465.png,8,51,8,14,32
9466.png,8,40,8,24,38
9467.png,3,23,3,11,19
9467.png,9,36,3,5,19
9467.png,4,45,1,10,19
9468.png,1,64,21,14,41
9468.png,1,82,19,14,41
9468.png,2,99,18,25,41
9468.png,10,127,16,18,41
9469.png,1,34,5,9,36
